Recipe_ID,Dish Name,Ingredients,Dietary Info,Category
427,Kachori,"Ready-Made Kachori Dough, Moong Dal, Spices, Oil",Veg,Snacks
428,Spring Rolls (Indian Style),"Spring Roll Wrappers, Cabbage, Carrots, Noodles, Spices, Oil",Veg,Snacks
429,Paneer Puff Pastry,"Puff Pastry Sheets, Paneer, Onions, Spices, Butter",Veg,Baked
430,Chicken Puff,"Puff Pastry Sheets, Chicken, Spices, Butter",Non-Veg,Baked
431,Khari Biscuits,"Ready-Made Puff Pastry, Butter, Cumin Seeds",Veg,Biscuits
432,Mutton Patties,"Puff Pastry Sheets, Minced Mutton, Spices, Butter",Non-Veg,Baked
433,Frankie Roll,"Ready-Made Roti or Paratha, Paneer/Chicken, Sauces, Spices",Veg/Non-Veg,Wraps
434,Kathi Roll,"Ready-Made Paratha, Egg, Chicken/Paneer, Onions, Spices",Non-Veg/Veg,Wraps
435,Laccha Paratha,"Frozen Paratha, Butter, Flour",Veg,Bread
436,Rumali Roti,"Pre-Made Rumali Roti, Butter, Flour",Veg,Bread
437,Bakarkhani Roti,"Pre-Made Bakarkhani Dough, Sugar, Cardamom",Veg,Bread
438,Puran Poli,"Ready-Made Poli Dough, Chana Dal, Jaggery, Ghee",Veg,Desserts
439,Naan (Frozen Dough),"Frozen Naan Dough, Butter, Garlic, Herbs",Veg,Bread
440,Roti (Frozen Dough),"Frozen Roti Dough, Ghee, Flour",Veg,Bread
441,Methi Thepla (Frozen),"Pre-Made Thepla Dough, Methi Leaves, Spices, Ghee",Veg,Bread
442,Gujarati Fafda,"Ready-Made Fafda Dough, Gram Flour, Spices, Oil",Veg,Snacks
443,Jalebi (Instant Dough),"Instant Jalebi Mix, Sugar Syrup, Cardamom, Ghee",Veg,Desserts
444,Malabar Parotta (Frozen Dough),"Frozen Parotta Dough, Ghee, Flour",Veg,Bread
445,Litti Chokha (Pre-Made Dough),"Ready Litti Dough, Sattu (Roasted Gram Flour), Spices",Veg,Main
446,Chiroti,"Pre-Made Dough, Sugar Syrup, Cardamom, Ghee",Veg,Desserts
447,Gujiya (Pre-Made Dough),"Gujiya Patti, Mawa, Sugar, Nuts, Spices",Veg,Desserts
448,Puff Pastry Samosa,"Puff Pastry Sheets, Potato Filling, Spices, Butter",Veg,Snacks
449,Chakli (Instant Dough),"Chakli Mix, Cumin, Spices, Oil",Veg,Snacks
450,Modak (Ready Dough),"Ready Modak Dough, Coconut, Jaggery, Cardamom",Veg,Desserts
451,Khichdi,"Rice, Moong Dal, Turmeric, Ghee, Cumin, Ginger, Green Chilies, Curry Leaves, Asafoetida, Salt, Water",Veg,Main
452,Pulao,"Basmati Rice, Carrots, Beans, Peas, Potatoes, Whole Spices (Bay Leaf, Cloves, Cinnamon, Cardamom), Ghee",Veg,Rice
453,Biryani,"Basmati Rice, Chicken/Mutton/Vegetables, Yogurt, Onions, Ginger-Garlic Paste, Mint, Saffron, Whole Spices",Non-Veg/Veg,Rice
454,Masala Dosa,"Rice, Urad Dal, Potato, Mustard Seeds, Curry Leaves, Turmeric, Green Chilies, Coconut Chutney, Sambar",Veg,Breakfast
455,Idli,"Rice, Urad Dal, Fenugreek Seeds, Water, Salt, Coconut Chutney, Sambar",Veg,Breakfast
456,Appam,"Rice Flour, Coconut Milk, Yeast, Sugar, Salt, Water",Veg,Breakfast
457,Poha,"Flattened Rice, Peanuts, Mustard Seeds, Curry Leaves, Turmeric, Onions, Green Chilies, Lemon Juice",Veg,Breakfast
458,Sabudana Khichdi,"Sago (Sabudana), Peanuts, Potatoes, Green Chilies, Cumin, Curry Leaves, Lemon Juice, Rock Salt, Ghee",Veg,Breakfast
459,Bisi Bele Bath,"Rice, Toor Dal, Tamarind, Bisi Bele Bath Masala, Curry Leaves, Mustard Seeds, Ghee, Vegetables",Veg,Main
460,Curd Rice,"Rice, Curd, Mustard Seeds, Curry Leaves, Green Chilies, Coriander Leaves, Ginger, Salt, Pomegranate Seeds",Veg,Rice
461,Chakuli Pitha,"Rice, Urad Dal, Coconut, Jaggery, Cardamom Powder, Salt",Veg,Snacks
462,Pongal,"Rice, Moong Dal, Black Pepper, Cashews, Cumin, Ghee, Curry Leaves, Ginger",Veg,Breakfast
463,Dal Baati Churma,"Whole Wheat Flour, Ghee, Toor Dal, Chana Dal, Jaggery, Cardamom Powder, Spices",Veg,Main
464,Roti/Chapati,"Whole Wheat Flour, Water, Ghee, Salt",Veg,Bread
465,Bajra Roti,"Pearl Millet Flour, Water, Ghee, Salt",Veg,Bread
466,Makki Ki Roti,"Maize Flour, Water, Ghee, Salt, Ajwain",Veg,Bread
467,Jowar Bhakri,"Sorghum Flour, Water, Ghee, Salt",Veg,Bread
468,Dhokla,"Gram Flour, Rice Flour, Yogurt, Eno, Green Chilies, Curry Leaves, Mustard Seeds, Sugar, Lemon Juice",Veg,Snacks
469,Thepla,"Whole Wheat Flour, Methi Leaves, Yogurt, Green Chilies, Cumin, Turmeric, Oil",Veg,Bread
470,Sevai Kheer,"Vermicelli, Milk, Sugar, Cardamom, Cashews, Raisins, Saffron, Ghee",Veg,Dessert
471,Puffed Rice Chaat,"Puffed Rice, Peanuts, Onions, Tomatoes, Green Chilies, Sev, Chaat Masala, Lemon Juice",Veg,Snacks
472,Murukku,"Rice Flour, Urad Dal Flour, Cumin, Sesame Seeds, Butter, Hing, Salt",Veg,Snacks
473,Upma,"Semolina, Mustard Seeds, Curry Leaves, Green Chilies, Vegetables (Carrots, Peas, Beans), Ghee",Veg,Breakfast
474,Rava Kesari,"Semolina, Sugar, Cardamom, Ghee, Cashews, Raisins, Saffron",Veg,Dessert
475,Dal Tadka,"Toor Dal, Onion, Tomato, Garlic, Green Chilies, Cumin, Mustard Seeds, Ghee, Turmeric, Red Chili Powder",Veg,Curry
476,Dal Makhani,"Black Urad Dal, Kidney Beans, Butter, Cream, Ginger-Garlic Paste, Tomato Puree, Whole Spices",Veg,Curry
477,Chana Masala,"Chickpeas, Onion, Tomato, Garlic, Ginger, Green Chilies, Chana Masala Powder, Cumin, Coriander",Veg,Curry
478,Rajma Masala,"Red Kidney Beans, Onion, Tomato, Garlic, Ginger, Spices, Cumin, Ghee",Veg,Curry
479,Kala Chana Curry,"Black Chickpeas, Onion, Tomato, Ginger, Garlic, Cumin, Spices, Coconut Milk (optional)",Veg,Curry
480,Pindi Chole,"White Chickpeas, Onion, Tomato, Ginger, Garlic, Spices, Black Tea (for color), Dried Amla",Veg,Curry
481,Misal Pav,"Sprouted Moth Beans, Onions, Tomatoes, Goda Masala, Red Chili Powder, Farsan, Pav Bread",Veg,Snack
482,Moong Dal Chilla,"Yellow Moong Dal, Green Chilies, Coriander, Cumin, Salt, Water, Oil",Veg,Breakfast
483,Dal Fry,"Toor Dal, Onion, Tomato, Green Chilies, Garlic, Ginger, Mustard Seeds, Ghee, Cumin",Veg,Curry
484,Lobia Curry,"Black Eyed Peas, Tomato, Onion, Ginger, Garlic, Spices, Cumin, Coriander",Veg,Curry
485,Sprouted Moong Salad,"Sprouted Green Gram, Onion, Tomato, Lemon Juice, Green Chilies, Salt, Coriander",Veg,Salad
486,Pakora Kadhi,"Besan (Gram Flour), Yogurt, Curry Leaves, Mustard Seeds, Green Chilies, Fried Pakoras",Veg,Curry
487,Chole Bhature,"Chickpeas, Onion, Tomato, Spices, Bhature (Fermented Flour Dough, Oil)",Veg,Main
488,Sundal,"Chickpeas, Mustard Seeds, Curry Leaves, Green Chilies, Grated Coconut, Lemon Juice",Veg,Snack
489,Besan Chilla,"Gram Flour, Green Chilies, Cumin, Coriander, Onion, Salt, Water",Veg,Breakfast
490,Mysore Bonda,"Urad Dal, Green Chilies, Curry Leaves, Rice Flour, Cumin, Yogurt, Salt",Veg,Snack
491,Adai Dosa,"Mixed Lentils (Toor Dal, Chana Dal, Moong Dal, Urad Dal), Red Chilies, Curry Leaves, Rice Flour",Veg,Breakfast
492,Dal Baati Churma,"Toor Dal, Chana Dal, Whole Wheat Flour, Ghee, Spices, Jaggery, Cardamom Powder",Veg,Main
493,Usal,"Mixed Sprouted Lentils, Onion, Tomato, Goda Masala, Red Chili Powder, Mustard Seeds",Veg,Curry
494,Chana Sundal,"Boiled Black Chickpeas, Mustard Seeds, Curry Leaves, Grated Coconut, Lemon Juice",Veg,Snack
495,Moong Dal Halwa,"Yellow Moong Dal, Ghee, Sugar, Cardamom, Milk, Almonds, Cashews",Veg,Dessert
496,Dal Paratha,"Whole Wheat Flour, Cooked Dal, Green Chilies, Coriander, Cumin, Butter",Veg,Bread
497,Khaman Dhokla,"Besan (Gram Flour), Yogurt, Eno, Mustard Seeds, Green Chilies, Curry Leaves, Lemon Juice",Veg,Snack
498,Sattu Paratha,"Sattu Flour, Onion, Green Chilies, Garlic, Mustard Oil, Whole Wheat Flour",Veg,Bread
499,Masala Macaroni,"Macaroni, Onion, Tomato, Capsicum, Garlic, Green Chilies, Garam Masala, Turmeric, Butter",Veg,Pasta
500,Tandoori Pasta,"Penne, Tandoori Masala, Yogurt, Ginger-Garlic Paste, Capsicum, Onion, Cream",Veg,Pasta
501,Paneer Makhani Pasta,"Penne, Paneer, Butter, Tomato Puree, Cream, Kasuri Methi, Red Chili Powder",Veg,Pasta
502,Spicy Desi Pasta,"Fusilli, Onion, Tomato, Green Chilies, Black Pepper, Coriander, Garam Masala",Veg,Pasta
503,Palak Paneer Pasta,"Spaghetti, Spinach Puree, Paneer, Garlic, Cream, Butter, Black Pepper",Veg,Pasta
504,Chili Garlic Pasta,"Penne, Red Chili Flakes, Garlic, Butter, Tomato Puree, Coriander",Veg,Pasta
505,Schezwan Pasta,"Penne, Schezwan Sauce, Onion, Capsicum, Garlic, Soy Sauce, Vinegar",Veg,Pasta
506,Coconut Curry Pasta,"Spaghetti, Coconut Milk, Curry Leaves, Mustard Seeds, Green Chilies, Turmeric",Veg,Pasta
507,Pav Bhaji Pasta,"Macaroni, Pav Bhaji Masala, Potatoes, Peas, Tomato, Onion, Butter",Veg,Pasta
508,Street Style Pasta,"Fusilli, Tomato Sauce, Mayonnaise, Green Chilies, Black Pepper, Coriander",Veg,Pasta
509,Mughlai Pasta,"Farfalle, Almond Paste, Cream, Saffron, Cardamom, Paneer, Butter",Veg,Pasta
510,Chettinad Pasta,"Penne, Chettinad Masala, Coconut, Curry Leaves, Mustard Seeds",Veg,Pasta
511,Butter Chicken Pasta,"Penne, Chicken, Butter, Tomato Puree, Cream, Kasuri Methi, Garam Masala",Non-Veg,Pasta
512,Egg Masala Pasta,"Macaroni, Boiled Eggs, Onion, Tomato, Spices, Garlic, Black Pepper",Non-Veg,Pasta
513,Malai Kofta Pasta,"Spaghetti, Malai Kofta (Paneer Balls), Cashew Paste, Butter, Cream",Veg,Pasta
514,Keema Pasta,"Fusilli, Minced Mutton, Onion, Tomato, Garam Masala, Black Pepper, Green Chilies",Non-Veg,Pasta
515,Desi Alfredo Pasta,"Fettuccine, Cream, Garlic, Green Chilies, Coriander, Black Pepper",Veg,Pasta
516,Hyderabadi Biryani Pasta,"Macaroni, Biryani Masala, Saffron, Yogurt, Fried Onions, Green Chilies",Non-Veg,Pasta
517,Gujarati Sev Pasta,"Macaroni, Sev, Mustard Seeds, Green Chilies, Lemon Juice, Coriander",Veg,Pasta
518,Pesto Paneer Pasta,"Spaghetti, Basil, Paneer, Garlic, Cashews, Olive Oil, Parmesan",Veg,Pasta
519,Spicy Mushroom Pasta,"Penne, Mushrooms, Red Chili Flakes, Garlic, Black Pepper, Cream",Veg,Pasta
520,Tomato & Curry Leaf Pasta,"Farfalle, Tomato, Curry Leaves, Mustard Seeds, Green Chilies, Butter",Veg,Pasta
521,Achari Pasta,"Penne, Pickle Masala, Mustard Seeds, Onion, Tomato, Green Chilies",Veg,Pasta
522,Dal Makhani Pasta,"Fusilli, Dal Makhani Sauce, Butter, Cream, Garlic, Black Pepper",Veg,Pasta
523,Pav Bhaji,"Pav (bread rolls), Butter, Potatoes, Peas, Tomato, Onion, Capsicum, Pav Bhaji Masala",Veg,Bread
524,Puri,"Whole Wheat Flour, Water, Salt, Oil",Veg,Bread
525,Bhatura,"All-Purpose Flour, Yogurt, Baking Soda, Salt, Oil",Veg,Bread
526,Tandoori Roti,"Whole Wheat Flour, Yogurt, Baking Powder, Ghee, Salt",Veg,Bread
527,Kulcha,"All-Purpose Flour, Yogurt, Baking Powder, Nigella Seeds, Butter",Veg,Bread
528,Lachha Paratha,"Whole Wheat Flour, Ghee, Salt, Water",Veg,Bread
529,Thepla,"Whole Wheat Flour, Fenugreek Leaves, Yogurt, Green Chilies, Spices",Veg,Bread
530,Missi Roti,"Besan (Gram Flour), Whole Wheat Flour, Ajwain, Green Chilies, Coriander",Veg,Bread
531,Khakhra,"Whole Wheat Flour, Fenugreek Leaves, Sesame Seeds, Salt, Oil",Veg,Bread
532,Naan,"All-Purpose Flour, Yogurt, Baking Powder, Milk, Butter",Veg,Bread
533,Mathri,"All-Purpose Flour, Carom Seeds, Ghee, Salt, Water",Veg,Salty Snack
534,Chakli (Murukku),"Rice Flour, Urad Dal Flour, Sesame Seeds, Cumin, Butter",Veg,Salty Snack
535,Banana Chips,"Raw Banana, Turmeric, Salt, Coconut Oil",Veg,Salty Snack
536,Kurkure Bhindi,"Ladyfinger, Gram Flour, Rice Flour, Red Chili, Chaat Masala, Oil",Veg,Salty Snack
537,Masala Peanuts,"Peanuts, Gram Flour, Red Chili Powder, Black Salt, Oil",Veg,Salty Snack
538,Aloo Bhujia,"Potato, Gram Flour, Asafoetida, Black Salt, Chat Masala",Veg,Salty Snack
539,Bhel Puri,"Puffed Rice, Sev, Onion, Tomato, Green Chutney, Tamarind Chutney, Peanuts",Veg,Salty Snack
540,Chivda (Poha Mix),"Flattened Rice, Peanuts, Curry Leaves, Mustard Seeds, Green Chilies",Veg,Salty Snack
541,Sev Murmura,"Puffed Rice, Sev, Peanuts, Chaat Masala, Green Chilies, Curry Leaves",Veg,Salty Snack
542,Samosa,"All-Purpose Flour, Potatoes, Peas, Garam Masala, Green Chilies, Oil",Veg,Salty Snack
543,Kachori,"All-Purpose Flour, Moong Dal, Asafoetida, Garam Masala, Oil",Veg,Salty Snack
544,Farsi Puri,"All-Purpose Flour, Black Pepper, Ajwain, Ghee, Salt",Veg,Salty Snack
545,Pattice (Cutlet),"Boiled Potatoes, Bread Crumbs, Green Chilies, Coriander, Spices, Oil",Veg,Salty Snack
546,Bhakarwadi,"Gram Flour, Tamarind Paste, Sesame Seeds, Fennel Seeds, Red Chili, Oil",Veg,Salty Snack
547,Dal Tadka,"Ghee, toor dal, garlic, cumin, mustard seeds, dried red chilies, onions, tomatoes",Veg,Main
548,Baingan Bharta,"Mustard oil, eggplant, garlic, onions, tomatoes, green chilies, coriander leaves",Veg,Main
549,Kerala Avial,"Coconut oil, mixed vegetables, coconut, green chilies, yogurt, curry leaves",Veg,Curry
550,Aloo Paratha,"Ghee, whole wheat flour, potatoes, green chilies, coriander, garam masala",Veg,Bread
551,Punjabi Sarson da Saag,"Mustard oil, mustard greens, spinach, maize flour, green chilies, ginger, garlic",Veg,Curry
552,Hyderabadi Biryani,"Ghee, basmati rice, chicken/mutton, yogurt, saffron, whole spices, fried onions",Non-Veg,Rice
553,Pesarattu,"Sesame oil, green gram dal, green chilies, ginger, cumin, onions",Veg,Breakfast
554,Rajasthani Dal Baati Churma,"Ghee, whole wheat flour, chana dal, urad dal, jaggery, spices",Veg,Main
555,Litti Chokha,"Mustard oil, whole wheat flour, sattu (roasted gram flour), brinjal, tomatoes, garlic",Veg,Main
556,Poori Bhaji,"Ghee/oil, wheat flour, potatoes, curry leaves, mustard seeds, green chilies",Veg,Breakfast
557,Mysore Pak,"Ghee, besan (gram flour), sugar",Veg,Dessert
558,Gajar Ka Halwa,"Ghee, carrots, sugar, milk, cardamom, dry fruits",Veg,Dessert
559,Kashmiri Rogan Josh,"Mustard oil, mutton, yogurt, Kashmiri red chili, fennel seeds, ginger powder",Non-Veg,Curry
560,Bhature,"Ghee/oil, maida (refined flour), yogurt, sugar, baking soda",Veg,Bread
561,Pakora (Assorted Fritters),"Mustard oil, besan (gram flour), onions/potatoes/spinach, spices",Veg,Snack
562,Bengali Shorshe Ilish,"Mustard oil, hilsa fish, mustard seeds, green chilies, turmeric",Non-Veg,Curry
563,Nei Payasam,"Ghee, rice, jaggery, coconut, cardamom",Veg,Dessert
564,Kesari Bath,"Ghee, semolina, sugar, saffron, cardamom, dry fruits",Veg,Dessert
565,Radhaballabhi,"Mustard oil, maida (refined flour), urad dal stuffing, ginger, fennel seeds",Veg,Bread
566,Butter Chicken,"Butter/ghee, chicken, tomatoes, cashew paste, cream, garam masala",Non-Veg,Curry
567,Dum Aloo,"Mustard oil, baby potatoes, tomatoes, yogurt, kasuri methi",Veg,Curry
568,Appam with Stew,"Coconut oil, rice flour, coconut milk, yeast, vegetables/chicken",Veg/Non-Veg,Breakfast
569,Mutton Korma,"Ghee, mutton, onions, yogurt, poppy seeds, garam masala",Non-Veg,Curry
570,Banana Chips,"Coconut oil, raw bananas, salt, turmeric",Veg,Snack
571,Pani Puri,"Tamarind chutney, mint water, vinegar, black salt, cumin, potatoes, chickpeas",Veg,Snack
572,Dahi Puri,"Yogurt, tamarind chutney, green chutney, vinegar, sev, boiled potatoes, chickpeas",Veg,Snack
573,Bhel Puri,"Tamarind chutney, green chutney, vinegar, puffed rice, sev, onions, tomatoes",Veg,Snack
574,Dahi Vada,"Yogurt, tamarind chutney, green chutney, cumin powder, black salt, urad dal vadas",Veg,Snack
575,Aloo Chaat,"Tamarind chutney, green chutney, vinegar, boiled potatoes, black salt, cumin",Veg,Snack
576,Sev Puri,"Tamarind chutney, green chutney, vinegar, sev, potatoes, onions, tomatoes",Veg,Snack
577,Raj Kachori,"Tamarind chutney, green chutney, yogurt, vinegar, sev, boiled potatoes, chickpeas",Veg,Snack
578,Chana Chaat,"Vinegar, tamarind chutney, green chutney, black salt, boiled chickpeas, onions, tomatoes",Veg,Snack
579,Sprouts Salad,"Vinegar, lemon juice, mixed sprouts, cucumbers, tomatoes, onions, coriander",Veg,Salad
580,Pav Bhaji,"Vinegar, butter, mashed vegetables, pav bread, onions, tomatoes, capsicum",Veg,Main
581,Mango Chutney,"Vinegar, raw mangoes, sugar, red chili powder, mustard seeds, garlic",Veg,Condiment
582,Tomato Chutney,"Vinegar, tomatoes, garlic, mustard seeds, red chilies, jaggery",Veg,Condiment
583,Coconut Chutney,"Vinegar, coconut, green chilies, tamarind, mustard seeds, curry leaves",Veg,Condiment
584,Mint Chutney,"Vinegar, mint leaves, coriander, green chilies, lemon juice",Veg,Condiment
585,Imli (Tamarind) Chutney,"Vinegar, tamarind, jaggery, cumin, black salt, red chili powder",Veg,Condiment
586,Pickled Mango (Aam Ka Achar),"Vinegar, raw mangoes, mustard seeds, mustard oil, red chili powder",Veg,Pickle
587,Pickled Lime (Nimbu Ka Achar),"Vinegar, lemons, salt, mustard seeds, red chili powder, turmeric",Veg,Pickle
588,Achari Paneer Tikka,"Vinegar, paneer, mustard seeds, yogurt, pickling spices, red chili powder",Veg,Appetizer
589,Pickled Onion (Sirke Wale Pyaaz),"Vinegar, small onions, salt, black salt, red chili powder, sugar",Veg,Pickle
590,Chilli Vinegar Sauce,"Vinegar, green chilies, sugar, salt, garlic",Veg,Condiment
591,Tandoori Chicken,"Vinegar, chicken, yogurt, red chili powder, ginger-garlic paste, garam masala",Non-Veg,Appetizer
592,Mutton Achari,"Vinegar, mutton, pickling spices, yogurt, mustard seeds, red chili powder",Non-Veg,Curry
593,Paniyaram,"Vinegar, urad dal, rice, green chilies, curry leaves, mustard seeds",Veg,Snack
594,Chilli Paneer,"Vinegar, paneer, soy sauce, green chilies, capsicum, garlic",Veg,Appetizer
595,Gobi Manchurian,"Vinegar, cauliflower, soy sauce, green chilies, garlic, spring onions",Veg,Appetizer
596,Tamarind Chutney,"Tamarind, jaggery, sugar, cumin, black salt, red chili powder",Veg,Condiment
597,Mint Chutney,"Mint leaves, coriander, green chilies, lemon juice, salt",Veg,Condiment
598,Coconut Chutney,"Coconut, green chilies, tamarind, mustard seeds, curry leaves",Veg,Condiment
599,Tomato Chutney,"Tomatoes, garlic, mustard seeds, red chilies, jaggery",Veg,Condiment
600,Mango Chutney,"Raw mangoes, sugar, vinegar, red chili powder, mustard seeds, garlic",Veg,Condiment
601,Garlic Chutney,"Garlic, red chilies, cumin, salt, oil",Veg,Condiment
602,Peanut Chutney,"Peanuts, green chilies, tamarind, garlic, mustard seeds",Veg,Condiment
603,Coriander Chutney,"Coriander leaves, green chilies, lemon juice, salt",Veg,Condiment
604,Sesame Chutney,"Sesame seeds, red chilies, garlic, tamarind, jaggery",Veg,Condiment
605,Ginger Chutney,"Ginger, tamarind, jaggery, mustard seeds, red chilies",Veg,Condiment
606,Gooseberry (Amla) Chutney,"Amla, green chilies, mustard seeds, curry leaves",Veg,Condiment
607,Flaxseed Chutney,"Flaxseeds, red chilies, cumin, garlic, tamarind",Veg,Condiment
608,Coconut-Peanut Chutney,"Coconut, peanuts, green chilies, tamarind, mustard seeds",Veg,Condiment
609,Kashmiri Walnut Chutney,"Walnuts, yogurt, green chilies, garlic, mint",Veg,Condiment
610,Yogurt Raita,"Yogurt, cucumber, cumin, black salt, coriander",Veg,Condiment
611,Boondi Raita,"Yogurt, boondi (fried chickpea flour balls), cumin, black salt",Veg,Condiment
612,Pineapple Raita,"Yogurt, pineapple chunks, cumin, sugar",Veg,Condiment
613,Beetroot Raita,"Yogurt, grated beetroot, cumin, black salt",Veg,Condiment
614,Pudina Raita,"Yogurt, mint leaves, cumin, black salt",Veg,Condiment
615,Mustard Kasundi,"Yellow mustard seeds, vinegar, turmeric, salt",Veg,Condiment
616,Pickled Green Chilies,"Green chilies, mustard seeds, vinegar, salt",Veg,Condiment
617,Pickled Garlic,"Garlic cloves, mustard seeds, vinegar, salt",Veg,Condiment
618,Lemon Pickle,"Lemons, mustard seeds, red chili powder, salt",Veg,Condiment
619,Ginger Pickle,"Ginger, tamarind, mustard seeds, red chili powder",Veg,Condiment
620,Chickpea Curry (Chana Masala),"Canned chickpeas, tomatoes, onions, garlic, ginger, cumin, coriander, garam masala",Veg,Curry
621,Rajma (Kidney Bean Curry),"Canned kidney beans, tomatoes, onions, garlic, ginger, cumin, coriander, garam masala",Veg,Curry
622,Dal Tadka,"Canned lentils, tomatoes, onions, garlic, cumin, mustard seeds, curry leaves",Veg,Curry
623,Pav Bhaji,"Canned mixed vegetables, potatoes, tomatoes, pav bhaji masala, butter",Veg,Main
624,Palak Paneer with Canned Spinach,"Canned spinach, paneer, garlic, onions, tomatoes, garam masala, cream",Veg,Main
625,Tomato Rasam,"Canned tomatoes, tamarind, garlic, mustard seeds, curry leaves, black pepper",Veg,Soup
626,Baingan Bharta (Smoky Eggplant Curry),"Canned roasted eggplant, tomatoes, onions, garlic, cumin, coriander",Veg,Main
627,Vegetable Biryani,"Canned peas, canned carrots, rice, onions, saffron, garam masala",Veg,Rice
628,Matar Paneer,"Canned peas, paneer, tomatoes, onions, garlic, cumin, coriander",Veg,Curry
629,Butter Chicken,"Canned tomatoes, chicken, cream, garlic, butter, garam masala",Non-Veg,Curry
630,Chicken Curry,"Canned tomatoes, chicken, onions, garlic, ginger, curry powder",Non-Veg,Curry
631,Fish Curry,"Canned fish, tomatoes, onions, garlic, mustard seeds, coconut milk",Non-Veg,Curry
632,Sambar,"Canned toor dal, canned drumsticks, tamarind, mustard seeds, curry leaves",Veg,Soup
633,Aloo Mutter,"Canned peas, potatoes, tomatoes, onions, garam masala",Veg,Curry
634,Kadhi Pakora,"Canned chickpea flour, yogurt, mustard seeds, curry leaves",Veg,Curry
635,Vegetable Stew,"Canned mixed vegetables, coconut milk, cinnamon, cardamom, curry leaves",Veg,Soup
636,Paneer Butter Masala,"Canned tomatoes, paneer, cream, butter, garam masala",Veg,Curry
637,Chole Bhature,"Canned chickpeas, tomatoes, onions, garlic, ginger, garam masala",Veg,Main
638,Spinach Dal,"Canned lentils, canned spinach, garlic, mustard seeds, curry leaves",Veg,Curry
639,Tomato Soup,"Canned tomatoes, garlic, black pepper, cream",Veg,Soup
640,Mushroom Masala,"Canned mushrooms, tomatoes, onions, garlic, garam masala",Veg,Curry
641,Dal Makhani,"Canned black lentils, canned kidney beans, cream, butter, garam masala",Veg,Curry
642,Methi Malai Matar,"Canned fenugreek leaves, canned peas, cream, garam masala",Veg,Curry
643,Egg Curry,"Canned tomatoes, boiled eggs, onions, garlic, ginger, garam masala",Non-Veg,Curry
644,Curd Rice,"Rice, yogurt, mustard seeds, curry leaves, green chilies",Veg,Rice